"FECHA_PRECIO","ANIO_PRECIO","MES_PRECIO","DIA_PRECIO","DEPARTAMENTO_EDS","MUNICIPIO_EDS","NOMBRE_COMERCIAL_EDS","PRECIO_PROMEDIO_PUBLICADO","TIPO_COMBUSTIBLE","CODIGO_MUNICIPIO_DANE","LATITUD_MUNICIPIO","LONGITUD_MUNICIPIO"
"2023-11-01","2023","11","01","TOLIMA","IBAGUE","EDS COOTRANSHUILA IBAGUE","2,250","GNCV","73001","4.43225","-75.194"
"2024-5-01","2024","5","01","SANTANDER","GIRON","EDS TERPEL BASCULA GIRON GNV","2,439","GNCV","68307","7.07043","-73.166"
"2022-1-01","2022","1","01","ATLANTICO","BARRANQUILLA","GAZEL PASEO BOLIVAR","1,578","GNCV","08001","10.978","-74.815"
"2023-1-01","2023","1","01","BOLIVAR","CARTAGENA DE INDIAS","EDS PIE DEL CERRO GNV","1,986","GNCV","13001","10.3851","-75.496"
"2021-7-01","2021","7","01","RISARALDA","DOSQUEBRADAS","VÍA GAS","1,690","GNCV","66170","4.83313","-75.675"
"2025-5-01","2025","5","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO TERPEL AV DE CALI","2,340","GNCV","11001","4.64925","-74.107"
"2023-9-01","2023","9","01","VALLE DEL CAUCA","CALI","EDS ALFONSO LOPEZ","2,638","GNCV","76001","3.41369","-76.521"
"2023-3-01","2023","3","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO TUNAL","1,699","GNCV","11001","4.64925","-74.107"
"2025-1-01","2025","1","01","ANTIOQUIA","ENVIGADO","ESTACIÓN DE SERVICIOS TEXACO AUTOGAS LAS VEGAS","3,490","GNCV","05266","6.1667","-75.582"
"2022-9-01","2022","9","01","ANTIOQUIA","ITAGUI","EDS EL VENADO GAZEL","2,155","GNCV","05360","6.17508","-75.612"
"2022-4-01","2022","4","01","VALLE DEL CAUCA","CALI","PWR SERVICE","1,948","GNCV","76001","3.41369","-76.521"
"2024-9-01","2024","9","01","VALLE DEL CAUCA","CARTAGO","EDS LA 20 GNV","2,928","GNCV","76147","4.74219","-75.924"
"2022-5-01","2022","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL GNV EL GANADERO","1,779","GNCV","11001","4.64925","-74.107"
"2023-8-01","2023","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO TERPEL LAS  PALMAS - GNV","2,079","GNCV","11001","4.64925","-74.107"
"2024-11-01","2024","11","01","SANTANDER","BUCARAMANGA","E.D.S BOLIVAR","2,170","GNCV","68001","7.11647","-73.132"
"2024-4-01","2024","4","01","ANTIOQUIA","BELLO","ESTACION DE SERVICIO MADEROS","2,570","GNCV","05088","6.33359","-75.555"
"2023-6-01","2023","6","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","1,999","GNCV","11001","4.64925","-74.107"
"2023-1-01","2023","1","01","QUINDIO","ARMENIA","ESTACION DE SERVICIO GNV EL CENTRO","2,594","GNCV","63001","4.53598","-75.680"
"2023-12-01","2023","12","01","ANTIOQUIA","MEDELLIN","EDS ESSO BOLIVARIANA","2,530","GNCV","05001","6.24663","-75.581"
"2022-2-01","2022","2","01","CUNDINAMARCA","SOPO","EDS LA NUEVA DIANA","1,849","GNCV","25758","4.91539","-73.943"
"2022-3-01","2022","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO LOS COMUNEROS","1,999","GNCV","11001","4.64925","-74.107"
"2022-12-01","2022","12","01","BOLIVAR","CARTAGENA DE INDIAS","ESTACION DE SERVICIO SAN JUDAS","1,986","GNCV","13001","10.3851","-75.496"
"2024-3-01","2024","3","01","CUNDINAMARCA","FUNZA","ESTACIÓN DE SERVICIO DANUBIO FUNZA","2,269","GNCV","25286","4.71041","-74.201"
"2022-3-01","2022","3","01","CESAR","BOSCONIA","EDS GNV EL MULERO","1,667","GNCV","20060","9.9751","-73.888"
"2024-5-01","2024","5","01","ANTIOQUIA","BELLO","ESTACION DE SERVICIO GNV BAHIA","2,590","GNCV","05088","6.33359","-75.555"
"2025-2-01","2025","2","01","ATLANTICO","BARRANQUILLA","GAZEL ALAMEDA","2,797","GNCV","08001","10.978","-74.815"
"2025-4-01","2025","4","01","ATLANTICO","BARRANQUILLA","GAZEL PASEO BOLIVAR","2,858","GNCV","08001","10.978","-74.815"
"2022-4-01","2022","4","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV SEVILLANA","1,799","GNCV","11001","4.64925","-74.107"
"2021-8-01","2021","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO TERPEL COLON - GNV","1,789","GNCV","11001","4.64925","-74.107"
"2023-12-01","2023","12","01","SUCRE","SINCELEJO","E.D.S OKALA","2,549","GNCV","70001","9.30232","-75.395"
"2024-9-01","2024","9","01","ANTIOQUIA","APARTADO","EPM NAVARRA","2,665","GNCV","05045","7.88297","-76.625"
"2024-9-01","2024","9","01","ANTIOQUIA","MEDELLIN","EDS ESSO BOLIVARIANA","2,665","GNCV","05001","6.24663","-75.581"
"2022-11-01","2022","11","01","VALLE DEL CAUCA","CALI","EDS PACARA GNV","2,051","GNCV","76001","3.41369","-76.521"
"2025-6-01","2025","6","01","CASANARE","YOPAL","EDS LOS CANARIOS","2,313","GNCV","85001","5.3271","-72.396"
"2022-12-01","2022","12","01","CUNDINAMARCA","SOPO","EDS LA NUEVA DIANA","2,149","GNCV","25758","4.91539","-73.943"
"2025-3-01","2025","3","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO PRADERA DE SUBA","2,519","GNCV","11001","4.64925","-74.107"
"2024-3-01","2024","3","01","ATLANTICO","BARRANQUILLA","GAZEL AUTONOMA","2,445","GNCV","08001","10.978","-74.815"
"2022-7-01","2022","7","01","VALLE DEL CAUCA","PALMIRA","EDS BARRIO NUEVO","2,269","GNCV","76520","3.53154","-76.298"
"2022-9-01","2022","9","01","CALDAS","MANIZALES","ESTACION DE SERVICIO TERPEL MANIZALES GNV","2,249","GNCV","17001","5.05766","-75.491"
"2025-2-01","2025","2","01","BOYACA","SOGAMOSO","ESTACIÓN DE SERVICIO EL TERMINAL GN","2,499","GNCV","15759","5.72398","-72.924"
"2021-1-01","2021","1","01","CUNDINAMARCA","CHIA","CHIA EDS - GNV","1,699","GNCV","25175","4.86651","-74.05"
"2025-4-01","2025","4","01","ANTIOQUIA","APARTADO","EPM NAVARRA","3,250","GNCV","05045","7.88297","-76.625"
"2022-11-01","2022","11","01","CALDAS","MANIZALES","ESTACION DE SERVICIO TERPEL MANIZALES GNV","2,469","GNCV","17001","5.05766","-75.491"
"2025-4-01","2025","4","01","ANTIOQUIA","SABANETA","EPM MAYORCA","3,500","GNCV","05631","6.1499","-75.615"
"2021-2-01","2021","2","01","CUNDINAMARCA","FUNZA","ESTACIÓN DE SERVICIO DANUBIO FUNZA","1,789","GNCV","25286","4.71041","-74.201"
"2022-10-01","2022","10","01","BOYACA","SOGAMOSO","ESTACIÓN DE SERVICIO EL TERMINAL GN","1,789","GNCV","15759","5.72398","-72.924"
"2023-12-01","2023","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP SAN BERNARDINO","1,799","GNCV","11001","4.64925","-74.107"
"2023-1-01","2023","1","01","RISARALDA","PEREIRA","ESTACION DE SERVICIO LOS ARRAYANES HERVELA","2,199","GNCV","66001","4.80499","-75.719"
"2024-9-01","2024","9","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP CALLE 191","1,799","GNCV","11001","4.64925","-74.107"
"2024-4-01","2024","4","01","VALLE DEL CAUCA","PALMIRA","ESTACION DE SERVICIO TERPEL PALMIRANA GNV","2,807","GNCV","76520","3.53154","-76.298"
"2022-3-01","2022","3","01","ATLANTICO","BARRANQUILLA","ESTACION DE SERVICIO MURILLO LA 45","1,667","GNCV","08001","10.978","-74.815"
"2023-10-01","2023","10","01","RISARALDA","PEREIRA","EDS SANTA HELENA","2,250","GNCV","66001","4.80499","-75.719"
"2022-9-01","2022","9","01","CUNDINAMARCA","SOACHA","EDS EL RETORNO GNV","1,858","GNCV","25754","4.57927","-74.215"
"2023-2-01","2023","2","01","VALLE DEL CAUCA","CALI","EDS AMARILLO Y CREMA GNV","2,610","GNCV","76001","3.41369","-76.521"
"2025-7-01","2025","7","01","CUNDINAMARCA","COTA","EDS PATIO SITP SAN ANDRES","1,899","GNCV","25214","4.81256","-74.102"
"2022-10-01","2022","10","01","CUNDINAMARCA","COTA","EDS ESSO AUTOPISTA MEDELLÍN","2,117","GNCV","25214","4.81256","-74.102"
"2022-9-01","2022","9","01","RISARALDA","PEREIRA","EDS SANTA HELENA","2,139","GNCV","66001","4.80499","-75.719"
"2023-1-01","2023","1","01","VALLE DEL CAUCA","CALI","VALLE DE LILI - GNV","2,564","GNCV","76001","3.41369","-76.521"
"2021-4-01","2021","4","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO GNV CAÑAVERALES","1,710","GNCV","76001","3.41369","-76.521"
"2024-3-01","2024","3","01","ATLANTICO","BARRANQUILLA","ESTACIÓN DE SERVICIO COLISEO S.A.","2,445","GNCV","08001","10.978","-74.815"
"2023-5-01","2023","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO QUIROGA","2,099","GNCV","11001","4.64925","-74.107"
"2023-7-01","2023","7","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO PRADERA DE SUBA","2,299","GNCV","11001","4.64925","-74.107"
"2024-4-01","2024","4","01","CORDOBA","SAHAGUN","ESTACIÓN DE SERVICIO COSTA AZUL","2,320","GNCV","23660","8.94305","-75.445"
"2021-10-01","2021","10","01","MAGDALENA","SANTA MARTA","EDS GNC ZUCA","1,639","GNCV","47001","11.2047","-74.199"
"2025-5-01","2025","5","01","CORDOBA","MONTERIA","ESTACION DE SERVICIO EL TRIANGULO DE LA CIRCUNVALAR DE MONTERIA","2,780","GNCV","23001","8.75979","-75.873"
"2023-11-01","2023","11","01","RISARALDA","PEREIRA","ESTACIÓN LA SUR GNV","2,300","GNCV","66001","4.80499","-75.719"
"2023-8-01","2023","8","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO TERPEL LA CASONA","2,638","GNCV","76001","3.41369","-76.521"
"2023-2-01","2023","2","01","VALLE DEL CAUCA","CALI","EDS TERPEL GNV EL INGENIO","2,595","GNCV","76001","3.41369","-76.521"
"2025-3-01","2025","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO KENNEDY","2,550","GNCV","11001","4.64925","-74.107"
"2025-5-01","2025","5","01","RISARALDA","PEREIRA","CORAL GAS LTDA.","3,390","GNCV","66001","4.80499","-75.719"
"2022-11-01","2022","11","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN JUAN MARTIN","2,049","GNCV","11001","4.64925","-74.107"
"2024-3-01","2024","3","01","ATLANTICO","BARRANQUILLA","EDS LA UNION GNV","2,395","GNCV","08001","10.978","-74.815"
"2021-9-01","2021","9","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO AUTOMOTRIZ BRIO ROCAMAR","1,759","GNCV","11001","4.64925","-74.107"
"2021-8-01","2021","8","01","META","CUMARAL","ESTACIÓN DE SERVICIO LA VICTORIA DE CUMARAL GNV","1,589","GNCV","50226","4.27004","-73.487"
"2022-11-01","2022","11","01","BOGOTA D.C.","BOGOTA, D.C.","EDS GNV SANTA LUCIA BTA","2,020","GNCV","11001","4.64925","-74.107"
"2024-2-01","2024","2","01","ANTIOQUIA","MEDELLIN","EDS TERPEL NORTE GNV","2,565","GNCV","05001","6.24663","-75.581"
"2023-5-01","2023","5","01","VALLE DEL CAUCA","CALI","ESTACIÓN DE SERVICIO GAS & COM AUTO 15","2,438","GNCV","76001","3.41369","-76.521"
"2024-9-01","2024","9","01","BOLIVAR","CARTAGENA DE INDIAS","ESTACION DE SERVICIO TERNERA GNV","2,516","GNCV","13001","10.3851","-75.496"
"2021-8-01","2021","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO TUNAL","1,499","GNCV","11001","4.64925","-74.107"
"2025-1-01","2025","1","01","BOGOTA D.C.","BOGOTA, D.C.","EDS EL TRIANGULO BOGOTA - GNV","2,557","GNCV","11001","4.64925","-74.107"
"2025-4-01","2025","4","01","VALLE DEL CAUCA","GUADALAJARA DE BUGA","ESTACION DE SERVICIO LA GLORIETA NO 2","2,699","GNCV","76111","3.90074","-76.299"
"2023-1-01","2023","1","01","ATLANTICO","SOLEDAD","ESTACION DE SERVICIO TERPEL VILLA ESTADIO - GNV","1,996","GNCV","08758","10.9099","-74.786"
"2022-5-01","2022","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM TEMPORAL 80","1,499","GNCV","11001","4.64925","-74.107"
"2023-3-01","2023","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM TEMPORAL 80","1,699","GNCV","11001","4.64925","-74.107"
"2024-4-01","2024","4","01","VALLE DEL CAUCA","CALI","GREPACOL S.A","2,820","GNCV","76001","3.41369","-76.521"
"2024-3-01","2024","3","01","VALLE DEL CAUCA","CALI","CHIPICHAPE - GNV","2,817","GNCV","76001","3.41369","-76.521"
"2024-2-01","2024","2","01","QUINDIO","ARMENIA","EDS TERPEL EL TINTAL GNV","0","GNCV","63001","4.53598","-75.680"
"2023-3-01","2023","3","01","ANTIOQUIA","MEDELLIN","EDS ESSO BOLIVARIANA","2,400","GNCV","05001","6.24663","-75.581"
"2022-12-01","2022","12","01","TOLIMA","IBAGUE","ESTACION DE SERVICIO EL JARDIN IBAGUE","2,276","GNCV","73001","4.43225","-75.194"
"2021-1-01","2021","1","01","VALLE DEL CAUCA","CALI","EDS GAZEL BELALCAZAR","1,630","GNCV","76001","3.41369","-76.521"
"2023-4-01","2023","4","01","BOYACA","SOGAMOSO","ESTACIÓN DE SERVICIO EL TERMINAL GN","2,000","GNCV","15759","5.72398","-72.924"
"2025-7-01","2025","7","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO TERPEL LAS  PALMAS - GNV","2,499","GNCV","11001","4.64925","-74.107"
"2022-1-01","2022","1","01","CUNDINAMARCA","FUNZA","ESTACIÓN DE SERVICIO DANUBIO FUNZA","1,979","GNCV","25286","4.71041","-74.201"
"2023-8-01","2023","8","01","ATLANTICO","PUERTO COLOMBIA","SANTA MARIA DEL MAR S.A.S.","1,900","GNCV","08573","11.0153","-74.888"
"2023-11-01","2023","11","01","CAUCA","POPAYAN","CENTROCARROS DEL NORTE","2,787","GNCV","19001","2.45964","-76.599"
"2022-10-01","2022","10","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM NORTE ACTUAL","1,599","GNCV","11001","4.64925","-74.107"
"2023-5-01","2023","5","01","RISARALDA","PEREIRA","CORAL GAS LTDA.","2,260","GNCV","66001","4.80499","-75.719"
"2021-11-01","2021","11","01","VALLE DEL CAUCA","CALI","GREPACOL S.A","1,939","GNCV","76001","3.41369","-76.521"
"2022-12-01","2022","12","01","VALLE DEL CAUCA","CALI","OPECOM EDS SILOE","2,557","GNCV","76001","3.41369","-76.521"
"2023-9-01","2023","9","01","VALLE DEL CAUCA","TULUA","ESTACIÓN DE SERVICIO TEXACO 26 TULUA","2,606","GNCV","76834","4.0854","-76.197"
"2022-9-01","2022","9","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO CIUDAD SALITRE","1,889","GNCV","11001","4.64925","-74.107"
"2024-7-01","2024","7","01","CUNDINAMARCA","MOSQUERA","ESTACION DE SERVICIO TERPEL LA TORRE GNV","2,359","GNCV","25473","4.70653","-74.221"
"2023-9-01","2023","9","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP UVAL","1,799","GNCV","11001","4.64925","-74.107"
"2021-11-01","2021","11","01","ATLANTICO","BARRANQUILLA","GAZEL PASEO BOLIVAR","1,479","GNCV","08001","10.978","-74.815"
"2024-5-01","2024","5","01","CALDAS","MANIZALES","ESTACIÓN DE SERVICIO LOS CEDROS","2,630","GNCV","17001","5.05766","-75.491"
"2025-1-01","2025","1","01","VALLE DEL CAUCA","CALI","G.N.V. EL PORTÓN","3,322","GNCV","76001","3.41369","-76.521"
"2021-4-01","2021","4","01","RISARALDA","PEREIRA","CORAL GAS LTDA.","1,750","GNCV","66001","4.80499","-75.719"
"2022-8-01","2022","8","01","CUNDINAMARCA","COTA","EDS PATIO SITP SAN ANDRES","1,499","GNCV","25214","4.81256","-74.102"
"2024-3-01","2024","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO CIUDAD SALITRE","2,259","GNCV","11001","4.64925","-74.107"
"2024-7-01","2024","7","01","ANTIOQUIA","MEDELLIN","EDS TEXACO PUNTO CERO  (MEDELLÍN)","2,655","GNCV","05001","6.24663","-75.581"
"2023-2-01","2023","2","01","SANTANDER","BUCARAMANGA","EDS TERPEL EL PUENTE GNV","2,339","GNCV","68001","7.11647","-73.132"
"2025-2-01","2025","2","01","ATLANTICO","BARRANQUILLA","ESTACION DE SERVICIO GNV TERPEL AMIRA DE LA ROSA","2,937","GNCV","08001","10.978","-74.815"
"2024-6-01","2024","6","01","ANTIOQUIA","MEDELLIN","EDS GAZEL TOSCANA","2,670","GNCV","05001","6.24663","-75.581"
"2021-9-01","2021","9","01","RISARALDA","PEREIRA","ESTACIÓN DE SERVICIO GNV SAN GABRIEL","1,899","GNCV","66001","4.80499","-75.719"
"2023-9-01","2023","9","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SANTANDER 19","2,049","GNCV","11001","4.64925","-74.107"
"2022-10-01","2022","10","01","ATLANTICO","BARRANQUILLA","EDS COESCO PRADO","1,776","GNCV","08001","10.978","-74.815"
"2022-11-01","2022","11","01","CASANARE","YOPAL","ESTACIÓN DE SERVICIO TRANSUNIDOS","1,845","GNCV","85001","5.3271","-72.396"
"2023-1-01","2023","1","01","CORDOBA","MONTERIA","EDS TERPEL EL CORTIJO - GNV","2,086","GNCV","23001","8.75979","-75.873"
"2022-9-01","2022","9","01","CASANARE","YOPAL","ESTACIÓN DE SERVICIO TRANSUNIDOS","1,845","GNCV","85001","5.3271","-72.396"
"2023-12-01","2023","12","01","ATLANTICO","SOLEDAD","ESTACION DE SERVICIO TERPEL VILLA ESTADIO - GNV","2,435","GNCV","08758","10.9099","-74.786"
"2023-7-01","2023","7","01","ATLANTICO","BARRANQUILLA","EDS TERPEL BOSTON - GNV","2,037","GNCV","08001","10.978","-74.815"
"2023-7-01","2023","7","01","BOGOTA D.C.","BOGOTA, D.C.","EDS LA TEXANA","2,159","GNCV","11001","4.64925","-74.107"
"2024-1-01","2024","1","01","RISARALDA","PEREIRA","EDS SANTA HELENA","2,380","GNCV","66001","4.80499","-75.719"
"2022-12-01","2022","12","01","VALLE DEL CAUCA","CALI","EDS LA 50 TERPEL GNV","2,504","GNCV","76001","3.41369","-76.521"
"2022-4-01","2022","4","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO LA AVENIDA GAS VEHICULAR","1,990","GNCV","76001","3.41369","-76.521"
"2024-7-01","2024","7","01","ANTIOQUIA","MEDELLIN","EPM EL BOSQUE","2,655","GNCV","05001","6.24663","-75.581"
"2025-7-01","2025","7","01","CUNDINAMARCA","MOSQUERA","EDS AUTOGAS CRUCE MOSQUERA","2,550","GNCV","25473","4.70653","-74.221"
"2022-12-01","2022","12","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIOS EL TRIUNFO","2,504","GNCV","76001","3.41369","-76.521"
"2022-10-01","2022","10","01","VALLE DEL CAUCA","CALI","EDS AMARILLO Y CREMA GNV","2,290","GNCV","76001","3.41369","-76.521"
"2024-5-01","2024","5","01","VALLE DEL CAUCA","CALI","VALLE DE LILI - GNV","2,740","GNCV","76001","3.41369","-76.521"
"2024-5-01","2024","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP CALLE 191","1,799","GNCV","11001","4.64925","-74.107"
"2023-4-01","2023","4","01","VALLE DEL CAUCA","CALI","OPECOM EDS SILOE","2,617","GNCV","76001","3.41369","-76.521"
"2023-5-01","2023","5","01","ATLANTICO","BARRANQUILLA","EDS RIBERA GNV","2,007","GNCV","08001","10.978","-74.815"
"2023-1-01","2023","1","01","BOLIVAR","CARTAGENA DE INDIAS","GAZEL MAMONAL","1,896","GNCV","13001","10.3851","-75.496"
"2022-9-01","2022","9","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO GNV TERPEL CAMPO VALDEZ","2,155","GNCV","05001","6.24663","-75.581"
"2024-7-01","2024","7","01","CESAR","BOSCONIA","EDS GNV EL MULERO","2,460","GNCV","20060","9.9751","-73.888"
"2024-8-01","2024","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO TUNAL","1,799","GNCV","11001","4.64925","-74.107"
"2025-3-01","2025","3","01","VALLE DEL CAUCA","CALI","EDS LA 70","3,050","GNCV","76001","3.41369","-76.521"
"2024-10-01","2024","10","01","VALLE DEL CAUCA","CALI","CHIPICHAPE - GNV","3,072","GNCV","76001","3.41369","-76.521"
"2023-2-01","2023","2","01","CASANARE","YOPAL","ESTACIÓN DE SERVICIO TRANSUNIDOS","1,945","GNCV","85001","5.3271","-72.396"
"2024-3-01","2024","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP UVAL","1,799","GNCV","11001","4.64925","-74.107"
"2024-9-01","2024","9","01","CUNDINAMARCA","MADRID","ESTACION DE SERVICIO SOTRAM S.A.","2,299","GNCV","25430","4.73279","-74.265"
"2024-10-01","2024","10","01","BOLIVAR","CARTAGENA DE INDIAS","EDS GNV EL TIGRE","2,536","GNCV","13001","10.3851","-75.496"
"2023-9-01","2023","9","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE COMBUSTIBLE AUTOBOYACA","2,099","GNCV","11001","4.64925","-74.107"
"2024-10-01","2024","10","01","META","VILLAVICENCIO","ESTACIÓN DE SERVICIO MILENIUM GAS PAVITOS","2,880","GNCV","50001","4.12637","-73.622"
"2023-12-01","2023","12","01","ANTIOQUIA","MEDELLIN","EDS ESSO AVENIDA ORIENTAL","2,555","GNCV","05001","6.24663","-75.581"
"2021-5-01","2021","5","01","ATLANTICO","BARRANQUILLA","ESTACION DE SERVICIO MURILLO LA 45","1,560","GNCV","08001","10.978","-74.815"
"2021-5-01","2021","5","01","QUINDIO","ARMENIA","EDS LA GALAN","2,074","GNCV","63001","4.53598","-75.680"
"2023-4-01","2023","4","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO TERPEL TRINIDAD - GNV","2,079","GNCV","11001","4.64925","-74.107"
"2024-11-01","2024","11","01","BOLIVAR","CARTAGENA DE INDIAS","EDS GNV EL TIGRE","2,586","GNCV","13001","10.3851","-75.496"
"2025-3-01","2025","3","01","MAGDALENA","SANTA MARTA","EDS GAZEL CONCEPCION","3,067","GNCV","47001","11.2047","-74.199"
"2024-5-01","2024","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM SUBA","1,799","GNCV","11001","4.64925","-74.107"
"2021-9-01","2021","9","01","ANTIOQUIA","MEDELLIN","ESTACIÓN DE SERVICIOS EPM BELÉN","1,830","GNCV","05001","6.24663","-75.581"
"2022-7-01","2022","7","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL LA CONEJERA GNV","1,899","GNCV","11001","4.64925","-74.107"
"2024-12-01","2024","12","01","CESAR","BOSCONIA","EDS TERPEL EL DIAMANTE GNV","2,848","GNCV","20060","9.9751","-73.888"
"2024-4-01","2024","4","01","ANTIOQUIA","MEDELLIN","EPM EL BOSQUE","2,580","GNCV","05001","6.24663","-75.581"
"2023-1-01","2023","1","01","ANTIOQUIA","RIONEGRO","E.S. TERPEL RIONEGRO GISENCO","2,454","GNCV","05615","6.14715","-75.377"
"2021-5-01","2021","5","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO EL CAMBIO S.A.S","1,750","GNCV","76001","3.41369","-76.521"
"2021-4-01","2021","4","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO COMBUSCOL EL DORADO","1,639","GNCV","11001","4.64925","-74.107"
"2022-10-01","2022","10","01","ANTIOQUIA","ENVIGADO","ESTACIÓN DE SERVICIOS TEXACO AUTOGAS LAS VEGAS","2,200","GNCV","05266","6.1667","-75.582"
"2023-11-01","2023","11","01","ATLANTICO","BARRANQUILLA","EDS GNV LA CEIBA","1,995","GNCV","08001","10.978","-74.815"
"2024-11-01","2024","11","01","META","VILLAVICENCIO","ESTACIÓN DE SERVICIO MILENIUMGAS TERMINAL","2,990","GNCV","50001","4.12637","-73.622"
"2023-9-01","2023","9","01","VALLE DEL CAUCA","CALI","ESTACIÓN DE SERVICIO CUIDAD MODELO","2,548","GNCV","76001","3.41369","-76.521"
"2024-9-01","2024","9","01","BOYACA","TUNJA","ESTACIÓN DE SERVICIO FUEL & GAS GNV","2,200","GNCV","15001","5.53988","-73.355"
"2022-11-01","2022","11","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO PRADERA DE SUBA","2,199","GNCV","11001","4.64925","-74.107"
"2021-1-01","2021","1","01","ANTIOQUIA","RIONEGRO","E.S. TERPEL RIONEGRO GISENCO","1,899","GNCV","05615","6.14715","-75.377"
"2021-5-01","2021","5","01","RISARALDA","PEREIRA","CORAL GAS LTDA.","1,750","GNCV","66001","4.80499","-75.719"
"2023-7-01","2023","7","01","CALDAS","MANIZALES","ESTACIÓN DE SERVICIO LÓPEZ MANIZALES","2,530","GNCV","17001","5.05766","-75.491"
"2022-10-01","2022","10","01","META","VILLAVICENCIO","ESTACIÓN DE SERVICIO LA LLANERITA","1,899","GNCV","50001","4.12637","-73.622"
"2022-7-01","2022","7","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SANTANDER 19","1,839","GNCV","11001","4.64925","-74.107"
"2023-4-01","2023","4","01","TOLIMA","ARMERO","CO & GASES S.A.","2,480","GNCV","73055","5.03074","-74.884"
"2024-1-01","2024","1","01","RISARALDA","PEREIRA","ESTACIÓN DE SERVICIO EL ROSAL PEREIRA","2,190","GNCV","66001","4.80499","-75.719"
"2021-3-01","2021","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO KENNEDY","1,719","GNCV","11001","4.64925","-74.107"
"2022-8-01","2022","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO COMBUSCOL HEROES","1,849","GNCV","11001","4.64925","-74.107"
"2022-2-01","2022","2","01","ATLANTICO","PUERTO COLOMBIA","SANTA MARIA DEL MAR S.A.S.","1,600","GNCV","08573","11.0153","-74.888"
"2022-10-01","2022","10","01","VALLE DEL CAUCA","CALI","VALLE DE LILI - GNV","2,284","GNCV","76001","3.41369","-76.521"
"2022-3-01","2022","3","01","VALLE DEL CAUCA","PALMIRA","SERVICENTRO LA NORTE PALMIRA","2,018","GNCV","76520","3.53154","-76.298"
"2025-5-01","2025","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP PROSPERIDAD","1,899","GNCV","11001","4.64925","-74.107"
"2024-5-01","2024","5","01","CORDOBA","MONTERIA","ESTACION DE SERVICIOS LA PERLA DEL SINU GNV","2,503","GNCV","23001","8.75979","-75.873"
"2024-12-01","2024","12","01","MAGDALENA","SANTA MARTA","EDS ESTADIO GNV","2,897","GNCV","47001","11.2047","-74.199"
"2021-9-01","2021","9","01","QUINDIO","CALARCA","EDS LA METRO GNV","2,074","GNCV","63130","4.52098","-75.646"
