"FECHA_PRECIO","ANIO_PRECIO","MES_PRECIO","DIA_PRECIO","DEPARTAMENTO_EDS","MUNICIPIO_EDS","NOMBRE_COMERCIAL_EDS","PRECIO_PROMEDIO_PUBLICADO","TIPO_COMBUSTIBLE","CODIGO_MUNICIPIO_DANE","LATITUD_MUNICIPIO","LONGITUD_MUNICIPIO"
"2024-2-01","2024","2","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO AVENIDA SUR GAS VEHICULAR","2,817","GNCV","76001","3.41369","-76.521"
"2025-5-01","2025","5","01","ANTIOQUIA","MEDELLIN","EDS ESSO CASTILLA","3,490","GNCV","05001","6.24663","-75.581"
"2022-11-01","2022","11","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO EL CAMBIO S.A.S","2,287","GNCV","76001","3.41369","-76.521"
"2021-1-01","2021","1","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO INDUSTRIAL BOYACA","1,729","GNCV","11001","4.64925","-74.107"
"2021-3-01","2021","3","01","ATLANTICO","BARRANQUILLA","GAZEL AUTONOMA","1,589","GNCV","08001","10.978","-74.815"
"2021-6-01","2021","6","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL CENTRO BOGOTA GNV","1,689","GNCV","11001","4.64925","-74.107"
"2022-7-01","2022","7","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO MUZU","1,809","GNCV","11001","4.64925","-74.107"
"2022-7-01","2022","7","01","BOLIVAR","CARTAGENA DE INDIAS","EDS LA HEROICA","1,777","GNCV","13001","10.3851","-75.496"
"2021-1-01","2021","1","01","VALLE DEL CAUCA","TULUA","EDS TULUA GNV","1,958","GNCV","76834","4.0854","-76.197"
"2024-2-01","2024","2","01","ATLANTICO","BARRANQUILLA","EDS SAN PEDRO","2,300","GNCV","08001","10.978","-74.815"
"2025-3-01","2025","3","01","BOLIVAR","CARTAGENA DE INDIAS","GAZEL MAMONAL","2,827","GNCV","13001","10.3851","-75.496"
"2025-3-01","2025","3","01","MAGDALENA","SANTA MARTA","ESTACION DE SERVICIO AUTOMOTRIZ MANZANARES","3,067","GNCV","47001","11.2047","-74.199"
"2022-11-01","2022","11","01","CUNDINAMARCA","CHIA","CHIA EDS - GNV","2,079","GNCV","25175","4.86651","-74.05"
"2021-1-01","2021","1","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO PRADERA DE SUBA","1,799","GNCV","11001","4.64925","-74.107"
"2021-2-01","2021","2","01","QUINDIO","ARMENIA","ESTACION DE SERVICIO GNV EL CENTRO","2,074","GNCV","63001","4.53598","-75.680"
"2023-9-01","2023","9","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL GNV MARIANA","2,075","GNCV","11001","4.64925","-74.107"
"2022-11-01","2022","11","01","VALLE DEL CAUCA","LA UNION","ESTACIÓN DE SERVICIO COOPERATIVA DE TRANSPORTADORES LA ANDINA","2,190","GNCV","76400","4.53387","-76.099"
"2021-2-01","2021","2","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ORION","1,769","GNCV","11001","4.64925","-74.107"
"2024-11-01","2024","11","01","VALLE DEL CAUCA","CALI","ESTACIÓN DE SERVICIO OPES PALERMO","2,940","GNCV","76001","3.41369","-76.521"
"2022-12-01","2022","12","01","VALLE DEL CAUCA","CALI","EDS TERPEL GNV EL INGENIO","2,495","GNCV","76001","3.41369","-76.521"
"2022-4-01","2022","4","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO USME","1,499","GNCV","11001","4.64925","-74.107"
"2021-3-01","2021","3","01","QUINDIO","CALARCA","EDS LA METRO GNV","2,074","GNCV","63130","4.52098","-75.646"
"2023-3-01","2023","3","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE COMBUSTIBLE AUTOBOYACA","2,118","GNCV","11001","4.64925","-74.107"
"2025-7-01","2025","7","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO AVENIDA SUR GAS VEHICULAR","3,149","GNCV","76001","3.41369","-76.521"
"2022-6-01","2022","6","01","CUNDINAMARCA","SOACHA","EDS EL RETORNO GNV","1,799","GNCV","25754","4.57927","-74.215"
"2022-5-01","2022","5","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO EL CAMBIO S.A.S","2,019","GNCV","76001","3.41369","-76.521"
"2023-12-01","2023","12","01","CAUCA","POPAYAN","CENTROCARROS DEL NORTE","3,017","GNCV","19001","2.45964","-76.599"
"2021-11-01","2021","11","01","SUCRE","SINCELEJO","E.D.S. LOS ANGELES","1,490","GNCV","70001","9.30232","-75.395"
"2024-8-01","2024","8","01","CUNDINAMARCA","MOSQUERA","ESTACION DE SERVICIO EL PORVENIR","2,269","GNCV","25473","4.70653","-74.221"
"2021-2-01","2021","2","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO COMBUSCOL - LA 70","1,795","GNCV","05001","6.24663","-75.581"
"2023-12-01","2023","12","01","VALLE DEL CAUCA","CALI","EDS TERPEL GNV EL INGENIO","2,795","GNCV","76001","3.41369","-76.521"
"2025-9-01","2025","9","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO QUIROGA","2,650","GNCV","11001","4.64925","-74.107"
"2021-5-01","2021","5","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.","1,810","GNCV","76001","3.41369","-76.521"
"2022-11-01","2022","11","01","VALLE DEL CAUCA","CALI","GANMEGAN CALI","2,467","GNCV","76001","3.41369","-76.521"
"2023-7-01","2023","7","01","VALLE DEL CAUCA","CALI","EDS CENCOSUD SIMON BOLIVAR GNV","2,550","GNCV","76001","3.41369","-76.521"
"2023-11-01","2023","11","01","HUILA","NEIVA","EDS COOTRANSHUILA TERMINAL","2,400","GNCV","41001","2.93543","-75.277"
"2023-2-01","2023","2","01","ANTIOQUIA","MEDELLIN","EPM U DE M","2,400","GNCV","05001","6.24663","-75.581"
"2024-10-01","2024","10","01","MAGDALENA","SANTA MARTA","EDS GAZEL CONCEPCION","2,544","GNCV","47001","11.2047","-74.199"
"2025-8-01","2025","8","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO CIUDAD SALITRE","2,550","GNCV","11001","4.64925","-74.107"
"2024-11-01","2024","11","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SANTANDER 19","2,373","GNCV","11001","4.64925","-74.107"
"2024-5-01","2024","5","01","VALLE DEL CAUCA","CALI","G.N.V. EL PORTÓN","2,697","GNCV","76001","3.41369","-76.521"
"2021-8-01","2021","8","01","QUINDIO","CALARCA","EDS LA METRO GNV","2,074","GNCV","63130","4.52098","-75.646"
"2024-1-01","2024","1","01","VALLE DEL CAUCA","CALI","EDS TERPEL GNV EL INGENIO","2,745","GNCV","76001","3.41369","-76.521"
"2024-2-01","2024","2","01","ANTIOQUIA","MEDELLIN","EDS EL RODEO GNV","2,550","GNCV","05001","6.24663","-75.581"
"2024-7-01","2024","7","01","BOYACA","DUITAMA","LA AVENIDA GN","2,229","GNCV","15238","5.82296","-73.030"
"2023-7-01","2023","7","01","BOGOTA D.C.","BOGOTA, D.C.","EDS GNV TERPEL AV. BOYACA","1,990","GNCV","11001","4.64925","-74.107"
"2024-9-01","2024","9","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO AUTOMOTRIZ GUADUALES GNV","2,897","GNCV","76001","3.41369","-76.521"
"2024-11-01","2024","11","01","SANTANDER","BARBOSA","EDS MONTEARROYO","2,349","GNCV","68077","5.93253","-73.616"
"2024-10-01","2024","10","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIOS EL TRIUNFO","3,050","GNCV","76001","3.41369","-76.521"
"2022-5-01","2022","5","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO GNV COLOMBIA","1,999","GNCV","05001","6.24663","-75.581"
"2021-12-01","2021","12","01","ANTIOQUIA","MEDELLIN","EDS GAZEL TOSCANA","1,850","GNCV","05001","6.24663","-75.581"
"2024-8-01","2024","8","01","ATLANTICO","BARRANQUILLA","ESTACION DE SERVICIO TERPEL PUERTA DE ORO - GNV","2,220","GNCV","08001","10.978","-74.815"
"2021-4-01","2021","4","01","CALDAS","MANIZALES","ESTACION DE SERVICIO TERPEL MANIZALES GNV","1,969","GNCV","17001","5.05766","-75.491"
"2022-12-01","2022","12","01","RISARALDA","PEREIRA","ESTACIÓN DE SERVICIO EL ROSAL PEREIRA","2,249","GNCV","66001","4.80499","-75.719"
"2023-9-01","2023","9","01","QUINDIO","ARMENIA","EDS GAS VEHICULAR","8,986","GNCV","63001","4.53598","-75.680"
"2025-4-01","2025","4","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO USME","1,899","GNCV","11001","4.64925","-74.107"
"2021-2-01","2021","2","01","CAUCA","POPAYAN","CENTROCARROS DEL NORTE","2,050","GNCV","19001","2.45964","-76.599"
"2021-1-01","2021","1","01","VALLE DEL CAUCA","CALI","OPECOM EDS SILOE","1,690","GNCV","76001","3.41369","-76.521"
"2024-11-01","2024","11","01","ANTIOQUIA","MEDELLIN","EPM EL BOSQUE","3,050","GNCV","05001","6.24663","-75.581"
"2024-1-01","2024","1","01","VALLE DEL CAUCA","CALI","ESTACION CORDOBA","2,660","GNCV","76001","3.41369","-76.521"
"2024-1-01","2024","1","01","SANTANDER","BARBOSA","EDS MONTEARROYO","2,099","GNCV","68077","5.93253","-73.616"
"2023-8-01","2023","8","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO AVENIDA SUR GAS VEHICULAR","2,617","GNCV","76001","3.41369","-76.521"
"2023-3-01","2023","3","01","BOYACA","CHIQUINQUIRA","ESTACIÓN DE SERVICIO LA REINA","2,169","GNCV","15176","5.61379","-73.818"
"2025-2-01","2025","2","01","CUNDINAMARCA","SOACHA","EDS EL RETORNO GNV","2,399","GNCV","25754","4.57927","-74.215"
"2025-8-01","2025","8","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP PROSPERIDAD","1,899","GNCV","11001","4.64925","-74.107"
"2025-9-01","2025","9","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO GNV TERPEL CAMPO VALDEZ","3,279","GNCV","05001","6.24663","-75.581"
"2024-6-01","2024","6","01","ATLANTICO","BARRANQUILLA","EDS RIBERA GNV","2,370","GNCV","08001","10.978","-74.815"
"2023-5-01","2023","5","01","CAUCA","SANTANDER DE QUILICHAO","EDS ZENCAR SANTANDER DE Q","2,991","GNCV","19698","3.01501","-76.485"
"2025-7-01","2025","7","01","SANTANDER","BUCARAMANGA","EDS TERPEL EL PUENTE GNV","2,599","GNCV","68001","7.11647","-73.132"
"2022-3-01","2022","3","01","ATLANTICO","BARRANQUILLA","EDS GNV LA CEIBA","1,667","GNCV","08001","10.978","-74.815"
"2024-12-01","2024","12","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO GNV COLOMBIA","3,690","GNCV","05001","6.24663","-75.581"
"2021-5-01","2021","5","01","VALLE DEL CAUCA","CALI","EDS TERPEL GNV EL INGENIO","1,859","GNCV","76001","3.41369","-76.521"
"2025-1-01","2025","1","01","ANTIOQUIA","MEDELLIN","EDS ESSO AVENIDA ORIENTAL","3,490","GNCV","05001","6.24663","-75.581"
"2021-6-01","2021","6","01","CESAR","VALLEDUPAR","EDS TERPEL LA VALLENATA GNV","1,389","GNCV","20001","10.4605","-73.259"
"2021-9-01","2021","9","01","CUNDINAMARCA","FACATATIVA","INVERSIONES LA GLORIETA SAS","1,809","GNCV","25269","4.81335","-74.350"
"2023-12-01","2023","12","01","BOLIVAR","CARTAGENA DE INDIAS","EDS TERPEL GNV EL BOSQUE CARTAGENA","2,206","GNCV","13001","10.3851","-75.496"
"2023-10-01","2023","10","01","CASANARE","AGUAZUL","ENERCA- ESTACIÓN DE SERVICIO LA VIRGEN","2,199","GNCV","85010","5.17264","-72.546"
"2023-6-01","2023","6","01","VALLE DEL CAUCA","CALI","EDS TERPEL AUTOPISTA GNV","2,607","GNCV","76001","3.41369","-76.521"
"2021-1-01","2021","1","01","META","VILLAVICENCIO","EXTRA GAS DE COLOMBIA S.A.S.","1,745","GNCV","50001","4.12637","-73.622"
"2022-3-01","2022","3","01","META","VILLAVICENCIO","ESTACIÓN DE SERVICIO MILENIUM GAS PAVITOS","1,799","GNCV","50001","4.12637","-73.622"
"2021-4-01","2021","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP SAN BERNARDINO","1,499","GNCV","11001","4.64925","-74.107"
"2023-1-01","2023","1","01","QUINDIO","ARMENIA","EDS LA GALAN","2,594","GNCV","63001","4.53598","-75.680"
"2023-9-01","2023","9","01","SANTANDER","BARRANCABERMEJA","SERVICENTRO AUTOMOTRÍZ","2,199","GNCV","68081","7.06486","-73.849"
"2023-8-01","2023","8","01","VALLE DEL CAUCA","GUADALAJARA DE BUGA","ESTACION DE SERVICIO EL CAÑADUZAL","1,940","GNCV","76111","3.90074","-76.299"
"2023-2-01","2023","2","01","VALLE DEL CAUCA","CALI","ESTACION CORDOBA","2,577","GNCV","76001","3.41369","-76.521"
"2025-2-01","2025","2","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL VILLA ALZACIA - GNV","2,799","GNCV","11001","4.64925","-74.107"
"2022-12-01","2022","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS BRIO ALTAMAR","2,049","GNCV","11001","4.64925","-74.107"
"2025-5-01","2025","5","01","VALLE DEL CAUCA","CALI","VALLE DE LILI - GNV","3,149","GNCV","76001","3.41369","-76.521"
"2023-11-01","2023","11","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SAN RAFAEL","2,099","GNCV","11001","4.64925","-74.107"
"2024-12-01","2024","12","01","TOLIMA","IBAGUE","ESTACIÓN DE SERVICIO MILENIUM GAS EL JORDÁN","3,070","GNCV","73001","4.43225","-75.194"
"2023-11-01","2023","11","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP BRASIL","1,799","GNCV","11001","4.64925","-74.107"
"2024-12-01","2024","12","01","ATLANTICO","BARRANQUILLA","EDS GNV LA CEIBA","2,897","GNCV","08001","10.978","-74.815"
"2023-7-01","2023","7","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO INDUSTRIAL BOYACA","2,079","GNCV","11001","4.64925","-74.107"
"2024-5-01","2024","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESTANCIA","2,269","GNCV","11001","4.64925","-74.107"
"2022-8-01","2022","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO MILENIUMGAS KENNEDY","1,910","GNCV","11001","4.64925","-74.107"
"2024-3-01","2024","3","01","TOLIMA","IBAGUE","ESTACION DE SERVICIO LA GUABINAL - GNV","2,350","GNCV","73001","4.43225","-75.194"
"2025-7-01","2025","7","01","VALLE DEL CAUCA","CALI","EDS PLAZAS VERDES - GNV","2,899","GNCV","76001","3.41369","-76.521"
"2022-10-01","2022","10","01","RISARALDA","PEREIRA","ESTACIÓN DE SERVICIO TERPEL EL CARMEN GNV","2,249","GNCV","66001","4.80499","-75.719"
"2023-3-01","2023","3","01","META","VILLAVICENCIO","ESTACIÓN DE SERVICIO MILENIUM GAS PAVITOS","2,199","GNCV","50001","4.12637","-73.622"
"2023-9-01","2023","9","01","SANTANDER","BARBOSA","EDS MONTEARROYO","1,889","GNCV","68077","5.93253","-73.616"
"2022-6-01","2022","6","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIOS EL TRIUNFO","2,019","GNCV","76001","3.41369","-76.521"
"2024-2-01","2024","2","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SAN RAFAEL","2,199","GNCV","11001","4.64925","-74.107"
"2023-1-01","2023","1","01","BOGOTA D.C.","BOGOTA, D.C.","EDS BRIO ALTAMAR","2,049","GNCV","11001","4.64925","-74.107"
"2022-11-01","2022","11","01","ATLANTICO","BARRANQUILLA","E.D.S. SERVIGAS DEL CARIBE","1,886","GNCV","08001","10.978","-74.815"
"2023-6-01","2023","6","01","VALLE DEL CAUCA","CALI","EDS LAS AMERICAS GNV","2,617","GNCV","76001","3.41369","-76.521"
"2021-6-01","2021","6","01","QUINDIO","ARMENIA","EDS TERPEL EL TINTAL GNV","2,074","GNCV","63001","4.53598","-75.680"
"2022-8-01","2022","8","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO GNV COLOMBIA","2,055","GNCV","05001","6.24663","-75.581"
"2023-4-01","2023","4","01","ATLANTICO","BARRANQUILLA","EDS LA UNION GNV","2,026","GNCV","08001","10.978","-74.815"
"2022-8-01","2022","8","01","QUINDIO","CALARCA","EDS LA METRO GNV","2,314","GNCV","63130","4.52098","-75.646"
"2024-9-01","2024","9","01","ANTIOQUIA","MEDELLIN","EPM EL BOSQUE","2,665","GNCV","05001","6.24663","-75.581"
"2023-1-01","2023","1","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM TEMPORAL NORTE","1,599","GNCV","11001","4.64925","-74.107"
"2024-10-01","2024","10","01","ANTIOQUIA","BARBOSA","EPM TASAJERA","2,680","GNCV","05079","6.4392","-75.331"
"2022-4-01","2022","4","01","ANTIOQUIA","BARBOSA","EPM TASAJERA","1,955","GNCV","05079","6.4392","-75.331"
"2025-1-01","2025","1","01","VALLE DEL CAUCA","CALI","EDS PACARA GNV","2,800","GNCV","76001","3.41369","-76.521"
"2024-10-01","2024","10","01","VALLE DEL CAUCA","TULUA","ESTACIÓN DE SERVICIO TEXACO 26 TULUA","3,000","GNCV","76834","4.0854","-76.197"
"2023-4-01","2023","4","01","BOLIVAR","TURBACO","EDS GNV LA GIRALDA","1,886","GNCV","13836","10.3483","-75.427"
"2023-11-01","2023","11","01","CORDOBA","MONTERIA","EDS RIO SINU GNV","2,303","GNCV","23001","8.75979","-75.873"
"2024-11-01","2024","11","01","SUCRE","SINCELEJO","EDS PEÑITAS GNV","2,749","GNCV","70001","9.30232","-75.395"
"2022-3-01","2022","3","01","ANTIOQUIA","RIONEGRO","EPM AEROPUERTO JMC","1,955","GNCV","05615","6.14715","-75.377"
"2022-12-01","2022","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS BIOMAX FUNDACION","2,049","GNCV","11001","4.64925","-74.107"
"2024-9-01","2024","9","01","ATLANTICO","BARRANQUILLA","EDS GNV LA CEIBA","2,475","GNCV","08001","10.978","-74.815"
"2024-10-01","2024","10","01","RISARALDA","PEREIRA","ESTACION DE SERVICIO LOS ARRAYANES HERVELA","2,767","GNCV","66001","4.80499","-75.719"
"2023-8-01","2023","8","01","ANTIOQUIA","MEDELLIN","EDS GAZEL TOSCANA","2,355","GNCV","05001","6.24663","-75.581"
"2021-5-01","2021","5","01","SUCRE","SINCELEJO","E.D.S OKALA","1,679","GNCV","70001","9.30232","-75.395"
"2024-1-01","2024","1","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.","2,790","GNCV","76001","3.41369","-76.521"
"2021-10-01","2021","10","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO CIUDAD SALITRE","1,779","GNCV","11001","4.64925","-74.107"
"2024-10-01","2024","10","01","ATLANTICO","BARRANQUILLA","EDS GNV LA CEIBA","2,505","GNCV","08001","10.978","-74.815"
"2022-8-01","2022","8","01","MAGDALENA","SANTA MARTA","ESTACION DE SERVICIO AVENIDA DEL RIO","1,789","GNCV","47001","11.2047","-74.199"
"2024-12-01","2024","12","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO TERPEL GNV CIUDAD DE CALI","3,288","GNCV","11001","4.64925","-74.107"
"2023-10-01","2023","10","01","ATLANTICO","BARRANQUILLA","GAZEL PASEO BOLIVAR","1,993","GNCV","08001","10.978","-74.815"
"2023-12-01","2023","12","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO HERGOS GAS","2,199","GNCV","11001","4.64925","-74.107"
"2023-7-01","2023","7","01","ANTIOQUIA","MEDELLIN","EDS ESSO CASTILLA","2,390","GNCV","05001","6.24663","-75.581"
"2024-8-01","2024","8","01","MAGDALENA","SANTA MARTA","EDS ESTADIO GNV","2,514","GNCV","47001","11.2047","-74.199"
"2022-9-01","2022","9","01","VALLE DEL CAUCA","TULUA","ESTACIÓN DE SERVICIO TEXACO 26 TULUA","2,249","GNCV","76834","4.0854","-76.197"
"2024-7-01","2024","7","01","CUNDINAMARCA","CHIA","ESTACION DE SERVICIO COESCO LOS ANGELES","2,349","GNCV","25175","4.86651","-74.05"
"2024-6-01","2024","6","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","2,260","GNCV","11001","4.64925","-74.107"
"2021-9-01","2021","9","01","ANTIOQUIA","MEDELLIN","ESTACIÓN DE SERVICIO TEXACO LA AGUACATALA","1,860","GNCV","05001","6.24663","-75.581"
"2021-10-01","2021","10","01","RISARALDA","PEREIRA","CORAL GAS LTDA.","1,850","GNCV","66001","4.80499","-75.719"
"2022-10-01","2022","10","01","ATLANTICO","BARRANQUILLA","PUNTO GAS RECREO","1,779","GNCV","08001","10.978","-74.815"
"2021-1-01","2021","1","01","VALLE DEL CAUCA","CALI","ESTACIÓN DE SERVICIO EL DIAMANTE","1,698","GNCV","76001","3.41369","-76.521"
"2022-10-01","2022","10","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO USME","1,599","GNCV","11001","4.64925","-74.107"
"2024-6-01","2024","6","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP UVAL","1,799","GNCV","11001","4.64925","-74.107"
"2025-4-01","2025","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL GNV CRUZ ROJA","2,850","GNCV","11001","4.64925","-74.107"
"2024-10-01","2024","10","01","ANTIOQUIA","MEDELLIN","EPM EXPOSICIONES","2,680","GNCV","05001","6.24663","-75.581"
"2024-3-01","2024","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ORION","2,049","GNCV","11001","4.64925","-74.107"
"2024-3-01","2024","3","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SAN RAFAEL","2,269","GNCV","11001","4.64925","-74.107"
"2022-12-01","2022","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP BRASIL","1,599","GNCV","11001","4.64925","-74.107"
"2022-4-01","2022","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO INDUSTRIAL BOYACA","1,839","GNCV","11001","4.64925","-74.107"
"2023-3-01","2023","3","01","CUNDINAMARCA","SOACHA","ESTACION DE SERVICIO EL PIRE","2,079","GNCV","25754","4.57927","-74.215"
"2022-5-01","2022","5","01","RISARALDA","DOSQUEBRADAS","ESTACION DE SERVICIO DEL CAFÉ","2,049","GNCV","66170","4.83313","-75.675"
"2021-5-01","2021","5","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO AUTOMOTRIZ BRIO ROCAMAR","1,719","GNCV","11001","4.64925","-74.107"
"2021-11-01","2021","11","01","ATLANTICO","BARRANQUILLA","EDS LA UNION GNV","1,599","GNCV","08001","10.978","-74.815"
"2024-5-01","2024","5","01","QUINDIO","ARMENIA","ESTACION DE SERVICIO GNV EL CENTRO","2,660","GNCV","63001","4.53598","-75.680"
"2024-8-01","2024","8","01","MAGDALENA","SANTA MARTA","EDS GAZEL EL SURTIDOR","2,514","GNCV","47001","11.2047","-74.199"
"2023-6-01","2023","6","01","BOYACA","CHIQUINQUIRA","ESTACIÓN DE SERVICIO LA REINA","2,169","GNCV","15176","5.61379","-73.818"
"2025-1-01","2025","1","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO GNV ALQUERIA","8,512","GNCV","11001","4.64925","-74.107"
"2023-4-01","2023","4","01","VALLE DEL CAUCA","CALI","VALLE DE LILI - GNV","2,604","GNCV","76001","3.41369","-76.521"
"2021-10-01","2021","10","01","VALLE DEL CAUCA","PALMIRA","EDS BARRIO NUEVO","1,900","GNCV","76520","3.53154","-76.298"
"2024-8-01","2024","8","01","MAGDALENA","SANTA MARTA","ESTACION DE SERVICIO AVENIDA DEL RIO","2,514","GNCV","47001","11.2047","-74.199"
"2022-4-01","2022","4","01","META","VILLAVICENCIO","ESTACIÓN DE SERVICIO MILENIUM GAS PAVITOS","1,799","GNCV","50001","4.12637","-73.622"
"2022-6-01","2022","6","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO CIUDAD SALITRE","1,799","GNCV","11001","4.64925","-74.107"
"2023-11-01","2023","11","01","SANTANDER","FLORIDABLANCA","ESTACION DE SERVICIO RIO FRIO - GNV","2,389","GNCV","68276","7.07233","-73.099"
"2022-3-01","2022","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL CENTRO BOGOTA GNV","1,949","GNCV","11001","4.64925","-74.107"
"2022-5-01","2022","5","01","CUNDINAMARCA","SOPO","EDS LA NUEVA DIANA","1,949","GNCV","25758","4.91539","-73.943"
"2023-4-01","2023","4","01","RISARALDA","PEREIRA","EDS CAUTIVA - GASES DE OCCIDENTE NO. 1","2,064","GNCV","66001","4.80499","-75.719"
"2023-7-01","2023","7","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO GNV ALQUERIA","2,079","GNCV","11001","4.64925","-74.107"
"2025-4-01","2025","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL LA CONEJERA GNV","2,839","GNCV","11001","4.64925","-74.107"
"2022-9-01","2022","9","01","ANTIOQUIA","MEDELLIN","ESTACIÓN DE SERVICIOS EPM BELÉN","2,055","GNCV","05001","6.24663","-75.581"
"2024-8-01","2024","8","01","QUINDIO","CALARCA","EDS LA METRO GNV","2,779","GNCV","63130","4.52098","-75.646"
"2024-7-01","2024","7","01","ATLANTICO","MALAMBO","EDS AEROPUERTO BARRANQUILLA GNV","2,266","GNCV","08433","10.8571","-74.776"
"2022-7-01","2022","7","01","RISARALDA","DOSQUEBRADAS","ESTACION DE SERVICIO METROPOLITANA","2,169","GNCV","66170","4.83313","-75.675"
"2023-11-01","2023","11","01","MAGDALENA","SANTA MARTA","EDS GNC ZUCA","2,094","GNCV","47001","11.2047","-74.199"
"2022-8-01","2022","8","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO ZULY","2,055","GNCV","05001","6.24663","-75.581"
"2022-11-01","2022","11","01","ANTIOQUIA","MEDELLIN","EDS ESSO BOLIVARIANA","2,200","GNCV","05001","6.24663","-75.581"
"2023-6-01","2023","6","01","BOGOTA D.C.","BOGOTA, D.C.","EDS NQS CALLE 41","2,079","GNCV","11001","4.64925","-74.107"
"2024-12-01","2024","12","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO TERPEL CAÑAVERALEJO - GNV","3,544","GNCV","76001","3.41369","-76.521"
"2023-3-01","2023","3","01","MAGDALENA","SANTA MARTA","EDS GAZEL CONCEPCION","2,018","GNCV","47001","11.2047","-74.199"
"2024-1-01","2024","1","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL GNV JAVERIANA","2,269","GNCV","11001","4.64925","-74.107"
"2024-1-01","2024","1","01","ANTIOQUIA","MEDELLIN","EDS EL RODEO GNV","2,550","GNCV","05001","6.24663","-75.581"
"2023-6-01","2023","6","01","RISARALDA","PEREIRA","EDS SANTA HELENA","2,200","GNCV","66001","4.80499","-75.719"
"2022-3-01","2022","3","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO TERPEL LA CASONA","2,020","GNCV","76001","3.41369","-76.521"
